reviews,movie_id,usernames,ratings,binary_rating
"Lovely animated short film with a very personal storyline woven into a scifi-fantasy setting. Very nicely produced. Two notes: First, it covers one theme that could be difficult for some children. Second, do watch through the end of the credits.",818350,Renoir,7.0,Positive
"Great premise, strong acting and effective atmosphere completely undermined by a bland screenplay that has no faith in it's audience. The first 30 minutes of The Power is really engaging. The strong cast led by the extremely charismatic Rose Williams as Val carries the movie through the standard expository section of the plot. Unfortunately, once this ghost story gets into it's second act the movie devolves into a series of cliché's, poor plotting and heavy-handed monologues. The script is all text and zero subtext. Instead of generating a sense of the uncanny or ominous feeling, The Power leaves the audience with the impact of an after school special. Strong window dressing with all of the depth and emotional resonance of a cardboard sign on the side of the road.",760919,Professor_B,3.0,Negative
One of the best movies I’ve seen in a while. An emotional odyssey that plays on the expectation of who Lansky was and adds layers to him.,693827,richardbd,10.0,Positive
"Harvey Keitel -- probably as old as we are likely to ever see him, but no less a master of his craft -- stars as Meyer Lansky in ""Lansky.""It's about as exciting as sneaking up on a glass of tepid water, action-wise -- but a straight telling, with Lansky there to tell the story to ""himself"" -- made it more than worthwhile for grudging admirers of Organized Crime, and also fans of Harvey Keitel, of which I am massive.Keitel's monologue during the Grand Budapest Hotel concerning ""two poodles and blonde on a walk in the park"" when Keitel suddenly erupts as the Mastermind Genius Inmate of Station 19 is one of the funniest surprises of that very funny movie.This movie is certainly no rival for Grand Budapest because so few are, but just seeing Keitel playing it straight for one of the biggest (and most prosecution-proof) gambling racketeers of the 20th Century at a very late stage in his career is its own kind of fun.Great intimate portraiture.",693827,edwecks,10.0,Positive
"Loved this one, am sure anyone who enjoys history related to The organized crime in the US would feel the same.",693827,tomholland,10.0,Positive
"_**A traveling woman stuck on a rural backroad with her “weird” Uber driver**_A socially awkward Michigan Uber driver (Max Topplin) picks up a weary young woman at the airport (Jordan Hayes) to take her to her father’s farmhouse, but the vehicle mysteriously breaks down in the backwoods, where uncanny things start happening. What’s going on? Written & directed by Michael Nader, “The Toll” (2020) is a technically well-made mystery/horror Indie that borrows the basic plot of “Wind Chill” (2007), yet isn’t as good or moving. If you like these kinds of flicks give it a try, but you’ll probably be disappointed. While the two main characters are interesting enough and there’s a sense of creepiness to the situation, not to mention the core mystery is intriguing (I don’t want to spoil anything), the increasing illusions were tedious to me.What really puts the nail in the coffin is a minor twist at the end that contradicts everything the viewer is led to believe about something up to that point (I’m being intentionally vague). “Wind Chill” had a minor twist as well, but it was organic to the story. This one just feels wholly contrived and you’re left feeling duped in an eye-rolling way. At least this was my experience.Nevertheless, I liked the filmmaking, the plot, the spooky sylvan ambiance and the cast. Less illusions, no artificial twist and more focus on the paranormal mystery would’ve put this in the ballpark of “Wind Chill.” The film runs 1 hour, 20 minutes, and was shot in Ontario, Canada.GRADE: C-",638045,Wuchak,4.0,Negative
seriously i haven't watched any of bella throne's movie before but i loved the way she acted in this movie. loved the way of direction from directors really. loved alyvia's acting too. i came to know about the movie from her though. she's really doing well. loved the ending as well it was really unexpected. big love to all the team.,835551,sahil.monhotia,10.0,Positive
"My god....this was horrible. Saw this on netchi--I mean Netflix. And this was just not my cup of tea as far as animations go. The movie is based off a video game that is pretty involved and cool to play if you have friends. And this might have been done in CGI or whatever format they are calling 3D films nowadays, but it had the quailty of a middle schooler's effort in writing a scripted story. I recommend seeing the real-time movie. That was not a work of art, but it was entertaining and held the attention. This animation should have been rated-E for everyone. I guess I'm just spoiled on japanese animation because Final Fantasy: Advent Children kept me on the edge of my seat, and had me hitting the rewind button so I could watch an entire action sequence again. **That** decidedly did NOT happen with this animation. This animation had me pausing the movie to see how much time was left before it ended. The voice acting is not abyssmal but it's definitely not worth what was paid to the actors. No one's voice seemed to match their character except for the black guy. lol Wait. I take that back. The old lady sounded like an old lady. As for the four other women in the animation, I strongly believe they all were voiced by one female. The pacing was horrible too. In some instances the film was shoving tons of info at the viewer, and in other instances you mentally tripped because the characters would say the names of creatures without any indication of what made the creatures a nuisance or imminent threat. I think it was supposed to show the production company had knowledge of the game's lore, but the delivery made the lines seem more like senseless filler since they did not contribute to the main story directly. This movie starts with a young guy who is not the most manly nor mature looking person, but is supposed to give off an air of a seasoned Hunter. He did not. He gave off no such air because he had zero facial hair. Not uncommon in this movie for some nefarious reason; NONE of the (I guess) young men had any facial hair. I don't know if that was a conscious decision by the company or if the programming simply didn't allow for the feature. I'm inclined to believe the former. Either way, the lack of facial hair made the men seem largely unmanly; like high schoolers who were playing dress up.Anywho, our ""seasoned Hunter"", Aiden, is telling a story and as he begins his tale the scene flashes back to a younger him. As mentioned before, with the lack of facial hair and his slender face, the time lapse could probably be assumed to be the year before or six months from the present. In actuality it was supposed to be years, but the guy's face had not broaden nor had gotten any hairier. He also kept the same stupid haircut from his ""youth."" So the audience must assume the flashback is years before. In short order, you see that Aiden is the town's unofficial self-proclaimed Hunter. Everyone knows him. He knows everyone; even the guy pouding his fur roof with a hammer. That's not a joke. The guy is repairing his straw/fur roof...with a hammer. [facepalm] You find out cats can cook, talk, walk on their two hindlegs, and steal things. You also assume Hunters don't grow facial hair, because Aiden meets an Ace Hunter and this clean shaven hero tells Aiden there is more to being a hunter than killing things, and that there is ""a Balance to all things living."" Let's skip ahead. There is trouble coming. An Elder Dragon is on the move. Migrating. And when it migrates it leaves a path of destruction from its unchecked elemental powers. And it's about to destroy Aiden's village. Aiden has pleaded with the Ace Hunter, Julius, he met on a hunting mishap to help save the town. The ace hunter calls for help, and OFCOURSE it's a female. One female hunter named Nadia, who carries gun the size of a Civil war cannon, but one she can carry around as if it weighed as much as a 9mm. Did I happen to mention she knows Julius personally? Because why not. The ""team"" fills in with Nox, the cat sentient who can steal, and another female hunter who is as peppy as she can be, Mae, who fights monsters in butterfly armor with wings that neither give her the ability to fly nor glide. Because that would be ridiculous. [facepalm] ...god, this movie was tiring. The dragon simply does not meet the hype of what Julius claims. In fact, the ""dragon"" turns out to be no bigger than (and very similar to) a common Aragami creature from the animation series _Godeater_. Not a lot of imagination there. The phrase, ""It's been done."" comes to mind.The main problem with this ""movie"" is that it was done poorly. It's a monster movie but there is no blood nor gore. It's supposed to be suspenseful, yet it comes across as muldane and very run-of-the-mill. It could have been so much more if the company could have made up it's mind as to what it wanted this movie to be and for WHOM it was made. On one hand no one gets injured, not even a bloody nose. But on the other hand, during the main fight with the Aragam--Elder dragon, characters can suddenly die!? It doesn't...gel. Not at all. The movie ends with a supposedly grandiose lesson about sacrifice and going on or some such. I don't know. I had started playing C.O.D at that point. My last opinion on this. If I saw this in the $5 bin at Walmart, I'd leave it. Their asking price is too much. lol",851281,DallasBob,1.0,Negative
Feels a clown... It doesn't feel the horror. The Undertaker and The New Day definitely an entertain combination! honestly I expected nothing less. Had a fun time with this one.,871875,dfeerdi,4.0,Negative
What a great film about life. Really enjoyed the storytelling approach of starting in the middle of things and ending the same way.,665753,rsanek,9.0,Positive
"OK, I might be the only one that didn't like this that actually enjoyed the animation. They were going for a Heavy Metal, American Pop, Lord of the Rings. Vintage 1970s animation epic look... and that part they pulled off.I actually thought ""How did i miss this one?""It looks the part of the old cartoons that had pretty awesome stories behind them.The only problem is the story wasn't epic. It wasn't awesome. It had all the elements for an old epic made for adult nerds cartoon... but it was a little too scattered. The transitions from one story to the next were too jumpy and abrupt and the pay of at the end didn't link it all together with enough significance to make it at all worth the wait.This took 7 years to make... but that could have been used to refine the story.",795522,GenerationofSwine,1.0,Negative
"A refreshingly sincere movie in an age of reflexive cynicism. How it Ends is short, sweet, and while it isn't philosophically ground-breaking, it does function well as a perspective re-adjustment. I believe the movie achieved exactly what it set out to do.",776559,Thimble,7.0,Positive
Terrible!!! The only way for you to like it is you’d have to be either intoxicated by alcohol or on drugs. It is the worst Christmas film I’ve ever come across and seen since Puppy Star Christmas due to being similar to the Home Alone franchise and a ripoff of it.,761548,kdumers,1.0,Negative
"Whilst I'd be inclined to view Hinterland as a work of fiction in most respects, it does capture the atmosphere of the dissolution of the Austro-Hungarian empire at the end of world war I and the subsequent transition of Austria into a proto-modernist state, beautifully. Hinterland is a well paced, surreal crime drama with Gothic overtones and a strong anti war message. Its superbly acted, with a cast of faces I'm familiar with from series such as Babylon Berlin. Perhaps the only downside is a dash of unnecessary and wholly anachronistic woke-ness, at one point but this can be overlooked, as this is in almost every other respect, a top quality production.10/10",843338,MovieGuys,10.0,Positive
"Decent documentary, though nothing special. Probably would not recommend unless you care about WeWork already.",795622,rsanek,4.0,Negative
"Ryan Phillippe sort of phoned it in didn't he? Which sucks, he's normally an OK actor but I guess he wasn't taking it seriously. Paycheck and all.Anyway, this is a family film made strictly for adults. If it wasn't for the drug use and language, it probably would have had a bigger audience. The adult content limited what would otherwise have been a great little G Comedy.Then again, the adult content is where they got the most laughs.It's not a great film, but it's not a woke film. It doesn't scream politics at the top of it's lungs and then rub your face in the mess it made.Instead it does its best to entertain, and because of that I'll give it 10 stars. I like movies that try to entertain me, I think we need more movies that just try to entertain.And because it tries to entertain, it's watchable. And watchable is a step above 90% of the trash coming out of Hollywood since 2016.",761388,GenerationofSwine,7.0,Positive
"_**The good, the bad and the ugly of escaping the Res**_Abused Makwa grows up on a troubled Reservation in Wisconsin with his cousin Teddo in the 80s. Over three decades later they meet again and the contrast is glaring. Michael Greyeyes and Chaske Spencer head the cast while Jesse Eisenberg and Kate Bosworth have peripheral roles. ""Wild Indian"" (2021) is a slow burn drama about modern AmerIndians and the challenges of life on a Reservation, plus the ins & outs of life beyond. It has the melancholy, mundane tone of ""Leo"" (2002), ""The Woodsman"" (2004) and ""First Snow"" (2006). Although it may not be on the level of “Woodsman,” it’s arguably superior to the other two. Writer/director Lyle Mitchell Corbine Jr. grew up on Reservations in Wisconsin & Minnesota so the movie obviously depicts things that he witnessed. He respects the intelligence of the viewer without spelling things out. It’s a mixture of glaring clarity and vagueness that provokes you to reflect and put the pieces together.What’s going on with a certain character at the beach at the end? I’m part Abenaki and perfectly understand what was going on because I’ve done the same thing, but you don’t have to be any particular race/tribe to relate.The film runs 1 hour, 30 minutes, and was shot in Oklahoma with bits done in SoCal.GRADE: B",656991,Wuchak,7.0,Positive
"The Ambush follows the standard ""patriotic"" war flick format. Simply insert the country of choice, in this case the United Arab Emirates (UAE) and away you go.In terms of its combat scenes and visuals this film is well paced, reasonably convincing and will resonate with war film enthusiasts.Its patriotic leanings will, of course, potentially appeal to UAE audiences, no doubt its intended demographic. I will add and this needs be said, the tragic situation that developed in Yemen, was provoked and furthered, by the West, who profited greatly from the war that developed in that nation. This contextual reality, needs to be understood. Those Yemenis fighting on the ground, might also be considered patriots for their own nations cause. In summary, well made but predictable patriotic fare, that's watchable but its clear bias, needs to be kept in mind. There's far more to the conflict in Yemen, than this simplistic interpretation, would suggest.",884452,MovieGuys,7.0,Positive
Social media's bad m'kay,786627,furious_iz,4.0,Negative
"As Bure's wedding to Matter nears, long estranged father Airlie arrives. When a skeleton is found beneath the concrete floor of a warehouse, Airlie and his former business friends are implicated. Between frantic preparations for the wedding , Bure and Matter solve the crime simultaneously and separately. For once, Bure doesn't confront the kiiler or put her life in danger. Excellent episode ends with the splendid marriage scene.",793465,dennyjt,8.0,Positive
"JUNIPER is a heart-warming comedy-drama about a self-destructive teenager (Sam) who is forced to take care of his feisty alcoholic grandmother (Ruth). Charlotte Rampling, an actor I have never really been impressed with, perfectly suits her role this time as Ruth. She's hilarious, foul-mouthed, and very lovable. George Ferrier is also excellent as Sam, Ruth's grandson, who slowly starts to change for the better as he spends more time with her. The relationship between Sam and Ruth is the heart of the movie, and it's wonderfully portrayed as it grows from one of resentment to one of love and respect.The movie is directed by Matthew J Saville, who also wrote the screenplay. This is his first feature film, and he does an excellent job. The movie is well-paced and never feels slow or dull. The dialogue is sharp and often very funny. I also enjoyed the soundtrack, which fits the movie perfectly. The cinematography is excellent, and the movie is very well-edited.Overall, I enjoyed Juniper immensely. Although at times there are moments of darkness, the movie is a feel-good story about family, love, and redemption. I would highly recommend it.**- ontherunmovies.com**",833257,steveinadelaide l,8.0,Positive
If you love Indie action movies you have to check it out this movie. I really enjoy watching this movies.,790786,Bandung88,10.0,Positive
"A CIA operative tries to stop a deadly virus from killing millions of people, a fate I would welcome as opposed to watching this seventy-one minute monstrosity again. Agent Nash (Jason Toler) is recovering from brain damage sustained in Iraq. He is partnered with Mara (Sarah Brine), when the deadly chemical XZ-9 is stolen from a lab. There are a couple of turncoat agents in Nash's department, Winston (Chris Spinelli) and Dexter (Adam Weston Poell), who are after the stuff, plus crime boss Wan (Benny Tjandra)...I apologize, I had no idea what was happening throughout this film.Forget about the lack of budget and terrible performances for a moment. The screenplay makes no sense. I had no idea who characters were, what XZ-9 was (chemical? virus? laundry detergent?) although it is mentioned about a hundred times in the film, and after a hilarious opening sequence set in Iraq, I gave up trying. This is the kind of amateurish film where half the cast served in other roles behind the camera, but not in a noble or admirable manner. One minor character mispronounces ""emeritus,"" and the gaffe made it to the final cut. The story is intercut with stock footage of large cities to try and give this some epic scope, but sometimes the aspect ratio doesn't match, or the city footage is repeated in later shots. The sound quality is terrible, and even the subtitle generator I had running couldn't understand what some characters were saying, substituting the word ""(mumbles)"" instead. The action scenes are boring and comical, pay no attention to that kinda cool poster because none of that is in this movie, which features more footage of our hero sitting at a desk instead of standing or trying to save the world. I can appreciate making the most of your modest budget as much as the next person, but this is ridiculous, as if the film makers wanted to hurry up and finish this because of a deadline to get it onto Amazon Prime, which seems to specialize in terrible films like this. This isn't a poor man's James Bond ripoff, this is a poor man's poor man's ripoff of a poor man's James Bond ripoff. Speaking of James Bond, the scariest item awaits the few brave souls who make it through the end credits, where there is a promise that this Nash character will return in a sequel absolutely NO ONE wants.",790786,CharlesTatum,1.0,Negative
"This must hold the record for the most bald-headed angry shouty geezers ever! A crude, unbelievable 5th entry in the series, I believe it is the third prequel in the collection. Although making a claim that it is a teuw atory, there is very little plot going on here, just a parade of thuggish acts and revenge beatings, scheiving very little. Perhaps a 6th film can explain it all.",854732,dennyjt,2.0,Negative
"This is probably the best Jim Gaffigan special I have seen to date, very funny the whole way through!!",903303,uofmtailgtr,9.0,Positive
"Slightly cheesy, _Entertainment Tonight_ style, bio-documentary on DiCaprio's early career and the toll of instant celebrity. Frankly, you can just stop watching after 20 minutes: only the interviews with **Michael Caton-Jones** and **Agnieszka Holland** are interesting and revealing. The other talking heads are self-appointed film ""experts"" who contribute only platitudes.",792166,Renoir,3.0,Negative
Doesn't seem like LJP's most potent zone but surprisingly he delivered the best out of it. This guy is just pushing the boundaries of Indian cinema to the next level. Can't even believe this is made in just 19 days. Such a terrific Sound design by Renganaath Ravee and co. Easily in the race with _Jallikattu_'s one which goes down to one of the best from Malayalam cinema.Hands down **_Lijo Lebowski_** 🙌 🙌.,721636,Govardhan_Sathvik,8.0,Positive
"Worst movie ever...Everything about this movie is bad like plot, acting, ending. Not a single thing about this movie is good. I've completely wasted my time by watching this. I also saw some fake reviews about this movie on IMDb so don't be fooled and waste your time.> It's an experiment, but no explanation about it.> Thy can easily break bricked wall with the weapons given but they didn't even tried.just few scratches on metal doors.",848067,SomeOnes_Official,2.0,Negative
"**Krack is SHIT.**_If you guys consider this movie as 'mass masala entertainer', I will consider my sweat as perfume.__I don't know how many movies ""inpired"" (not saying copied) the director to create a shit like this._",784572,VDKrypton,1.0,Negative
"GOOD AND SHOCKING! TOOK A CHANCE ON WATCHING THIS UNKNOWN FILM, COULDN'T STOP WATCHING. SATISFYING FEMALE ASSASSIN REVENGE FILM.",842169,rozmiarek,7.0,Positive
"Psychedelic and gore filled look at the topic of human trafficking. ""Girl Next"" is more than a movie about sex slavery, its more of a look into mind control and its techniques used to create a sex slave. A few plot twist keep this movie interesting even past the credits scroll.",842169,Pickles32,8.0,Positive
"An entertaining and easy to watch light comedy showing the family life and many quirks of living in the late communist Poland. It's relies heavily on nostalgia as a ""slice of life"" film, but thankfully it's well observed and has definitely got the late 80s feel right. The cast is really good too, with solid performances from both Kinga Preis and Adam Woronowicz, an entertaining turn from Ewa Wiśniewska as the grandma and two kids who are both fantastic. Lots to like here and so many small relatable things that will ring true to many kids who grew up in this era.",866237,wlodi,7.0,Positive
"Generic cop thriller that fizzles out after the first 10 minutes. The drama feels cheap without any buildup or suspense. Villains are essentially background characters. Action scenes are straight-to-video. Overall, not much to see here.",814785,terrapong,4.0,Negative
"The story was a bit confusing at first, what to bring in this film. romance or friendship. I don't know where to focus. Midway through romance films and stories of long-standing friendships begin to fade with less tense thrillers. Until the final round, the thriller was lacking, as if in a hurry to conclude all the scenes in this film.The visualizations are sometimes sweet, sometimes dark in a dystopian style. confusing the visuals. Nia Dinata is great for having stories that are out of the box and daring to raise issues that might become controversial, such as, polygamy to anti-dating before marriage at the age of 17.For the main character, Amanda Rawless is good enough to lead the audience to follow the storyline.Maizura, somewhat lacking in emotion, was too forced to get into a sudden conflict.Only one that is proud of, namely Asmara Abigail, for being a character who managed to provide the most emotional and comedic elements in this film. The whole story is flat.Don't expect too much, but if you want to watch the Out of the Box story, that's fine...",877372,dfeerdi,3.0,Negative
"The movie Operation Java is based on true events and is a great crime thriller.I watched this movie a few days ago and I actually really enjoyed this. The movie primarily focuses on various cyber crimes-film piracy, sexual harassment,etc taking place in the country and also shines a light on the plight of temporary workers in the public sector. The main characters of the story are two unemployed B.tech graduates and the pressure they face from their family, society, work.Operation Java has some great action scenes as well.",792750,Tarantula2705,7.0,Positive
"Chompy & The Girls is a big surprise, in a good way.If you have watched the trailer, you'll probably expect yet another jump scare movie or a story loosely inspired by Michael Myers (Halloween), but it's much better than that. The movie is smarter than to rely on classic horror tropes and that creepy character is not your average slasher either.Let's address the elephant in the room, this is a low budget movie. But there are many clever things to hide this without taking away from the film. The only real low point is the ""battle"" at the end suffering from the lack of funds, that could only be described as fighting a ghost in front of a green screen. This is the only scene that really needs more budget, because for the rest of the film, this issue is not obvious.The story is taking you in various directions that would be too much of a spoiler if they were featured in the trailer, instead you should be intrigued by this character (Chompy) with a giant mouth and feel the urge to watch the movie.",671725,OzAïdan,7.0,Positive
"Endless twists and curve balls are thrown at the audience in Two Autumns in Paris, a political drama centered around Antonio, a wealthy upper-class young man who came to France to acquire his education, and Maria Teresa, a Paraguayan political refugee who came to France to seek asylum. Thought coming from difference backgrounds, their passionate love and trauma bring them together again and again and bridges the social gaps between them, resulting in the most transformative year in Antonio’s life. An important film about social justice and human rights. Captivating watch",736518,mundoterrorzombie,10.0,Positive
It is a very well done movie. The story catches you immediately. The main female character is extraordinary done.,736518,venezuelanlaw,10.0,Positive
"Absolutely hilarious Rambo style action parody. The movie is incredibly refreshing if you're tired of the way too serious ""sniper wars"" movies that seem to come out every week. What's interesting is the overall tone and the way scenes are framed reminds me a lot of 90's Jackie Chan movies, which is a good thing. I have no idea the backstory behind this movie production but I would definitely watch more of this.",797271,terrapong,9.0,Positive
"This movie was great in all honesty the acting was solid, great job scare scenes and perfect plot. I loved to the see the familys relationship in the movie",797134,elubaga2,10.0,Positive
"The first kill in Bob Biswas is from where I got involved in the film, which carries a slow-fast pace throughout, as we dive deeper into the enigma that is Bob, a serial killer who has just woken up from an 8-year coma. Thanks to the persistent background score and Abhishek Bachchan's deadpan performance as the titular character, I breezed through this. Towards the end, I had to sit up and seek the media player backward to make sense of what was going on. That is the pace I was talking about. A great affair.",674531,nairtejas,7.0,Positive
"Thinkalazhcha Nishchayam (Engagement is On Monday) starts, fires some truth bombs through a comical setting with an upcoming wedding ceremony as the backdrop, and ends. To make such a wholesome satire requires brilliant writing, and that is where the film shines. Each and every dialogue uttered by each and every character is worth pondering upon. And it's not like the characters are in the side line. You relate with each one of them like they are your own relatives back in Kerala. While many of these dialogues will give you a chuckle, it's those towards the end that make the message clear. Add tour de force of performances by a fresh cast and you have the laugh riot and social film of the year. Watch it.",854587,nairtejas,8.0,Positive
"**By: Louisa Moore / www.ScreenZealots.com**When I was in college back in Washington, D.C., regional metal band GWAR was a really big deal on the concert circuit. I remember the first time I saw one of their shows, and the group I went with encouraged me to “wear something you would paint in.” It was great advice, as I left covered in a mixture of fake blood, imitation vomit, and an assortment of other manufactured bodily fluids that spewed from various orifices of the garishly costumed onstage performers. It was bloody disgusting, but also one of the most exhilarating concert experiences I’ve ever had.“This Is GWAR” is a lively documentary that explores the band’s origin story, history, and their plans for the future. It’s a story of misfit artists and their creativity, talent, and friendship that grew out of the punk scene of Richmond, Virginia in the 1980s. The story is so entertaining that you don’t need to have any knowledge of GWAR to find something to enjoy. Fans, of course, are going to appreciate the film on a higher level.Director Scott Barber crafts the story chronologically and isn’t afraid to tackle the tougher sides of GWAR’s history, from the revolving door of band members to the drug overdose of the band’s polarizing figurehead, Dave Brockie. The film celebrates Brockie’s genius and creativity that led to GWAR being born, and the documentary serves as a touching remembrance. But it also doesn’t shy away from his tendency to hog the spotlight, his bad behavior, and the rift he caused within the group. It’s this type of balanced storytelling that paints an overall, complete picture of the highs and lows over the years.Band members past and present are interviewed, and Barber lets them tell their own stories. It’s easy to like these guys, as they are all nerdy and charismatic with massive personalities. The interviews left me wanting more, and I felt like I was hanging out just shooting the breeze with my funny best friends. I got a little emotional hearing how much the band and friendships mean to the original members, not expecting the film to get so sentimental. Even better, Barber talks with celebrity “super fans” like Tom Lennon, Ethan Embry, and Weird Al Yankovic, each sharing what they love about GWAR.The film touches on GWAR’s most notorious history, like their music being banned after it was deemed to be “obscene filth,” their multiple arrests, and their fight to avoid censorship by their own record label. It explores the origin of the outrageous characters and costumes (like Beefcake the Mighty, Oderus Urungus, Flattus Maximus, and Slymenstra Hymen), and celebrates the band’s lowbrow, nasty style that fans absolutely adore. Despite all of this, the film reminds viewers that underneath these barbaric personas are ordinary looking guys with an extraordinary stage presence.GWAR isn’t a case of style over substance, although many either dismiss or forget that beyond the gimmick and outrageous shows lies a group of artists who are quite skilled. They are talented, dedicated performers and, as the film puts it, the joke is that they are actually good musicians. Will this documentary create a new army of fans? Probably not. But it certainly is fun to take a ride alongside one of the most shocking group of degenerates to ever hit the music scene.",833804,screenzealots,9.0,Positive
Low-budget B-movie. Takes itself way too seriously to be funny. Really nothing of value here at all.,805639,terrapong,1.0,Negative
"This Movie was a solid debut, the acting was good, the cinematography was amazing, the sound design was good.My only criticism would have to be of Brendan Fugere, at some points I didn’t quite feel like his character was the most believable, particularly the part where he smokes a cigar like someone who’s clearly never smoked.To balance that out though, he had some good jawline shots.Overall I’d give it a 10/10, excited to see what the director does next",918814,fiftynick,10.0,Positive
"The Curse of Captain Silverbeard pushes the limits on how good a short film can be with no budget. The action scenes add so much, all the fighting is really enjoyable, and it's complemented by a great score. There are some good character moments, like the argument scene, and the campsite scene. The gator scene could have used more shots of maybe more realistic gators, and Officer Johnson, and Officer Jonson's mustaches looked a bit fake. Overall is quite an enjoyable short film",918814,JackOLanternBob,10.0,Positive
"Sunny impressed me with its focus on the importance of hope and distractions. At one point early in the film, the titular character is facing withdrawal symptoms and is struggling to cope when he is distracted by something. Set during Covid times when many of us felt the sharp prick of undesired solitude, I feel director Ranjith Sankar conveys the importance of hope, which he says can only be brought out through others. A solid 90-minute watch.",860917,nairtejas,7.0,Positive
"The 16th edition of the Fort Myers Beach International Film Festival is underway and bringing another packed lineup to the Beach Theater beginning April 16, 2022. One movie on the schedule which stands out, and which has been honored with dozens of awards, is the opening day feature ""Not to Forget,"" which was screened yesterday. The movie features five Academy Award winners, two of whom have died since the movie was filmed. The film, based on a Kentucky farm, also stars Karen Grassle (""Little House on the Prairie"") as Melody, a grandmother struggling with Alzheimer's. She and her co-star Kevin Hardesty, who plays a farm manager, have both received awards for their roles. The director said he wanted to make a movie that brought awareness not just to Alzheimer's but how it affects families and the importance of caregivers.",813935,fortmyers,8.0,Positive
"**_Inspiring documentary on the importance of the role of fathers_**""Show Me the Father"" (2021) is an inspirational documentary that focuses on why fathers or father figures are strategic in one’s life. While it was directed by ‘no-name’ Rick Altizer, it was produced by the Kendrick brothers, Alex and Stephen, known for inspiring dramas like “War Room” (2015) and “Fireproof” (2008).There are naturally a few motivational speakers or preachers, such as the genuine Tony Evans. The story covering Deland McCullough and his mentor Sherman Smith is particularly noteworthy; not so much at first maybe, but stick around for the last act and there’s a serious ‘wow’ factor.Speaking of the climax, it’s driven home how many people, especially men, are walking around like the living dead, hampered by an invisible curse that weighs them down. The flick effectively informs about receiving the blessing of the heavenly Father and moving forward with faith, hope and love.Like me, it’ll probably prompt you to look back at your life and connect the pieces, answering questions, not to mention reignite the fire of motivation.The film runs 1 hour, 31 minutes.GRADE: B",858385,Wuchak,7.0,Positive
A true work of art. Would recommend to ALL audiences.,946781,charlie_221,10.0,Positive
"> No! NOOOOOOOOO!although the story is lackluster and the voice acting is god-awful, the alternation of beautiful animation and shitposting makes for a great combination. the fact that hundreds of people were able to come together and make joshua and the promised land not only watchable, but _enjoyable_, is honestly amazing. kudos to every single animator who worked on this.",921597,ghouliayelps,8.0,Positive
Great inspirational film.,885362,bridawk12120,10.0,Positive
"I have a very high tolerance for bad horror... in fact, I kind of like it. I turned this off after 3 minutes.",881555,Slvrngrn,1.0,Negative
One of the best things about psychothrillers is that the viewers get a first person-ish view on how the main character descends into madness and chaos and loses grip of reality with the answer as to why being the riveting conclusion to the movie's gripping build-up.,848492,donsimeoniv,8.0,Positive
"What starts out as a cross between ""28 Days Later"" and a Jason Bourne movie, quickly turns into a stomach-churning chore to sit through, thanks to some atrocious camerawork. Dan (director Dan Rickard) washes up on a British beach with no memory of how he got there or where he came from. He is also ignorant of recent history, as a virus has decimated half the population, turning victims into bloodthirsty (running) zombies. Groups of people are immune, no one knows how the virus is spread, and Dan takes up with a houseful of angry young people who steal food during the day and hide indoors wiling the hours away. Group leader Sam (Chris Wandell) is onto Dan right away, as not only is the group hunted by the zombies, but suddenly military personnel are after Dan as well.Also known as ""Infected"" and ""Darkest Day,"" this movie could easily have fit into the ""28 Days Later""/""28 Weeks Later"" cinematic universe. The practical gore effects are very good, as is the makeup. The acting is hot and cold across the board, with Wandell coming off best as the hotheaded group leader. Unfortunately, most of this film is almost impossible to watch. The sound is terrible enough, but Rickard's constant shaking of his camera had me ill. Entire frames of film would blur out of focus. The editing makes ""Transformers"" look like ""Barry Lyndon,"" as I had no clue what was happening in half of the action scenes. It's shot so badly, I wasn't sure who lived in the safe house until some of them escaped to a camp, and a few were killed along the way. We are never given any clues as to Dan's real story and motives, so the big reveal about his identity is dead on arrival. I didn't care, I was trying to settle my stomach from screen time that looked like someone nailed a digital camera to a hardware store paint can shaker. Do not adjust your televisions, this film was seriously shot and edited this way. I suggest taking a day's break halfway through, like I did, you'll end up thanking me.",836713,CharlesTatum,1.0,Negative
"Santhoshathinte Onnam Rahasyam (Joyful Mystery) takes place entirely inside a car and that's the first metaphor that Don Palathara plays with; that all personal issues are closed and even when there's an external stimuli, it only makes things worse. Where this young couple is starting to fight over an unwanted pregnancy. You can relate to the arguments these two people have as you reflect on your own life and wait to see what could be the number one secret of happiness. By the end of the film, you find it out. Brilliant little film.",796827,nairtejas,7.0,Positive
This is a great allegory for the struggle of someone accepting their homosexuality,919178,fiftynick,10.0,Positive
I love romantic Christmas movie. I highly recommended this movie.,901544,Bandung88,10.0,Positive
"what a funny story, it is pretty ridiculous",892866,ChboleFO,7.0,Positive
"Appreciation for Riri Riza for trying new things in the Thriller genre. The plot of the story is quite well built. Unfortunately, then it becomes flat and ends with an undercooked climax.As a thriller, the film lacks solid momentum and intensity, despite the dedication of the cast to give their best. By using the tagline ""husband, wife, daughter, stranger who do you trust?"". Thinking that no one trusts each other stabs each other. Thriller with a thin suspense scene.",770078,dfeerdi,9.0,Positive
